Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,6000,215,176,321,408,653,107,3639,0.000%,1.90801,1.08,0.64
/Home/Login,6000,48,33,66,87,333,16,3404,0.000%,1.90842,0.70,0.85
/v2/,6000,41,32,58,70,283,17,1135,0.000%,1.90841,3.81,0.84
/v2/assets/config.json,6000,38,31,57,68,113,19,641,0.000%,1.90842,1.58,0.82
/V2/assets/dictionary/dictionary.json,6000,40,33,59,68,118,18,629,0.000%,1.90842,14.37,0.85
/v2/cudirect.97d2dadbd9d377a1a23e.woff2,6000,46,36,66,90,224,19,691,0.000%,1.90841,44.16,0.95
/cuid/api/token/provider,6000,3122,680,7810,14409,32023,233,83543,0.000%,1.90822,1.58,1.13
/cuid/api/token,6000,16024,11102,39887,44662,60847,899,122002,14.283%,1.90805,2.82,1.19
/Home/LoginWidget,5143,20322,4776,82543,96147,103141,709,110837,0.000%,1.63582,4.25,2.52
/CUDL,5143,424,126,1438,1941,2771,24,6155,0.000%,1.63623,4.33,5.02
/CUDL/styles/lending,5143,256,100,661,1131,2216,32,3371,0.000%,1.63623,83.97,4.97
/css,5143,390,346,502,628,835,211,15326,0.000%,1.63608,2.65,0.55
/CUDL/scripts/Libraries,5143,612,310,1553,2039,3252,83,7609,0.000%,1.63617,458.20,4.95
/CUDL/scripts/CUDLApp,5143,498,229,1293,1899,2921,60,7480,0.000%,1.63619,304.65,4.95
/CUDL/CudlWebConfig/GetCudlWebConfig,5143,1169,455,2753,3939,7548,171,566932,0.019%,1.63615,4.50,4.90
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,5142,369,117,583,1024,2339,22,566277,0.019%,1.63597,0.77,5.91
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,5141,160,80,366,552,1243,22,3650,0.000%,1.63566,0.77,5.91
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,5141,283,208,478,612,1229,113,3957,0.000%,1.63561,0.47,3.48
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,5141,72,42,101,140,602,21,2973,0.000%,1.63567,0.78,3.37
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,5141,71,41,101,137,596,20,2567,0.000%,1.63568,0.78,3.38
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,5141,195,95,458,678,1804,22,7260,0.000%,1.63567,2.65,5.88
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,5141,145,75,367,510,1150,21,3217,0.000%,1.63569,1.46,5.89
/DealerPortal/DealerPortalAPI/v1/User,10282,207,67,399,674,3370,33,8307,0.000%,3.27132,2.69,6.65
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,5141,371,89,376,515,1101,22,566935,0.039%,1.63569,1.07,5.88
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,5139,131,76,296,468,841,22,4684,0.000%,1.63505,0.85,5.88
/DealerPortal/Lending/v1/SellerFilters/,5139,184,104,390,596,1147,36,2950,0.000%,1.63505,87.82,3.30
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,5139,92,47,153,429,736,23,3228,0.000%,1.63507,0.55,3.37
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,5139,254,81,371,501,807,22,565929,0.019%,1.63506,2.13,5.88
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,5138,128,70,301,491,873,22,2417,0.000%,1.63474,1.48,5.89
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,5138,232,69,270,458,782,20,565871,0.019%,1.63473,2.67,5.87
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,5137,122,69,266,476,952,21,4731,0.000%,1.63441,1.08,5.89
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,5137,336,66,227,448,695,22,566342,0.039%,1.63442,1.58,5.90
/API/DealQueue/v1/DealQueue?count=100&startDate={currentUtcTime},5135,249,77,375,496,1019,26,566270,0.019%,1.63379,0.41,6.15
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,5134,108,64,209,427,606,21,2348,0.000%,1.63347,2.09,5.94
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,5134,106,62,195,423,619,20,2286,0.000%,1.63347,1.47,5.94
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,5134,254,57,257,525,1210,20,566198,0.019%,1.63347,0.85,3.34
/API/MessageBoard/v1/messages,5133,165,79,360,522,972,25,30116,7.013%,1.63315,0.93,5.89
TOTAL,202188,1296,87,882,2558,33834,16,566935,0.607%,64.21690,1046.27,150.46
